[33228][o:179.91,2.87,-49.19][a:-0.51,0.04,-9.78][e:-5808.46,-1.46][c:230,67][w:1,1,-44]
[33285][o:179.91,2.88,-48.85][a:-0.56,0.08,-9.76][e:-5831.73,-1.46][c:230,68][w:1,1,-49]
[38626][o:-179.51,2.45,47.74][a:0.63,1.48,-8.66][e:-8592.72,-1.30][c:178,69][w:-25,68,66]
[38724][o:-179.79,2.53,47.98][a:-1.22,1.66,-9.78][e:-8590.01,-1.30][c:180,70][w:5,53,97]
[38833][o:-179.79,2.53,47.98][a:-1.22,1.66,-9.78][e:-8587.58,-1.30][c:180,70][w:5,53,97]
[38981][o:179.97,2.80,55.70][a:-0.45,0.02,-9.77][e:-8586.77,-1.30][c:179,69][w:-2,-2,22]
[39094][o:179.96,2.80,55.69][a:-0.45,0.04,-9.79][e:-8586.50,-1.30][c:185,68][w:-2,-2,19]
[39206][o:179.96,2.80,55.70][a:-0.49,0.05,-9.78][e:-8586.77,-1.30][c:191,70][w:-2,-1,17]
[39315][o:179.95,2.80,55.70][a:-0.48,0.04,-9.76][e:-8586.77,-1.30][c:191,70][w:-2,-2,17]
[39428][o:179.95,2.80,55.74][a:-0.47,0.02,-9.75][e:-8586.77,-1.30][c:194,69][w:-2,-2,13]
[39520][o:179.94,2.80,55.78][a:-0.49,0.04,-9.75][e:-8586.77,-1.30][c:196,70][w:-2,-2,9]
[39592][o:179.94,2.80,55.88][a:-0.48,0.04,-9.77][e:-8586.77,-1.30][c:198,69][w:-1,-2,5]
[39668][o:179.93,2.80,55.98][a:-0.48,0.01,-9.73][e:-8586.77,-1.31][c:198,70][w:-1,-2,4]
[39725][o:179.93,2.80,55.98][a:-0.47,0.02,-9.78][e:-8586.77,-1.30][c:201,70][w:-2,-1,0]
[39781][o:179.92,2.81,55.98][a:-0.48,0.05,-9.77][e:-8586.77,-1.30][c:201,68][w:-1,-1,-3]
[39834][o:179.92,2.81,56.03][a:-0.45,0.03,-9.75][e:-8586.77,-1.30][c:201,70][w:-1,-2,-3]
[39890][o:179.91,2.80,56.08][a:-0.41,0.01,-9.76][e:-8586.77,-1.30][c:202,70][w:-2,-1,-4]
[39946][o:179.91,2.80,56.13][a:-0.45,0.03,-9.80][e:-8586.77,-1.30][c:201,68][w:-2,-3,-5]
[40002][o:179.90,2.79,56.19][a:-0.44,0.02,-9.77][e:-8586.77,-1.30][c:205,70][w:-2,-2,-3]
[40075][o:179.90,2.79,56.12][a:-0.43,0.01,-9.77][e:-8587.04,-1.30][c:209,69][w:-2,-2,-2]
[40171][o:179.90,2.78,56.05][a:-0.44,0.02,-9.78][e:-8586.50,-1.30][c:213,70][w:-1,-1,-2]
[40264][o:179.90,2.78,56.05][a:-0.43,0.01,-9.78][e:-8587.85,-1.30][c:221,70][w:-2,-2,0]
[40372][o:179.90,2.77,56.07][a:-0.45,0.01,-9.73][e:-8593.26,-1.31][c:223,67][w:-1,-2,1]
[40465][o:179.90,2.77,56.09][a:-0.45,0.01,-9.77][e:-8609.22,-1.30][c:222,67][w:-2,-2,0]
[41038][o:178.89,3.33,45.91][a:-0.60,0.04,-9.52][e:-8852.96,-1.33][c:227,64][w:27,7,-648]
[41137][o:178.89,3.34,44.66][a:-0.80,0.07,-9.91][e:8815.63,-1.30][c:227,62][w:27,4,-666]
[41245][o:178.89,3.34,43.34][a:-0.72,0.07,-9.60][e:8756.93,-1.30][c:227,64][w:34,3,-677]
[41357][o:178.90,3.35,41.94][a:-0.65,0.03,-9.84][e:8700.93,-1.28][c:232,64][w:30,5,-690]
[41469][o:178.90,3.35,40.52][a:-0.67,0.01,-9.77][e:8643.31,-1.31][c:228,61][w:34,7,-709]
[41578][o:178.91,3.35,39.01][a:-0.72,0.02,-9.64][e:8594.34,-1.30][c:232,64][w:33,4,-719]
[41671][o:178.92,3.35,37.53][a:-0.62,-0.07,-9.92][e:8542.13,-1.31][c:232,64][w:36,6,-725]
[41763][o:178.94,3.34,35.97][a:-0.54,-0.07,-9.53][e:8486.13,-1.29][c:230,60][w:34,8,-732]
[41860][o:178.97,3.34,34.41][a:-0.73,-0.04,-9.90][e:8427.16,-1.28][c:231,62][w:36,5,-743]
[42188][o:179.05,3.31,29.25][a:-0.60,-0.21,-9.96][e:8213.71,-1.28][c:236,62][w:39,8,-756]
[42302][o:179.07,3.30,27.55][a:-0.69,-0.14,-9.75][e:8154.47,-1.29][c:236,62][w:38,0,-758]
[43338][o:179.37,3.79,-43.88][a:-0.73,0.02,-9.43][e:7409.71,-1.29][c:244,60][w:55,6,-951]
[46195][o:179.08,4.52,98.53][a:-0.84,-0.35,-9.52][e:4992.29,-1.07][c:203,65][w:54,3,-929]
[46294][o:179.11,4.52,96.55][a:-0.76,-0.08,-8.87][e:4968.48,-1.06][c:205,69][w:72,8,-931]
[46402][o:179.15,4.52,94.52][a:-0.82,-0.03,-9.44][e:4961.72,-1.08][c:209,68][w:54,3,-931]
[47586][o:-179.64,3.11,78.51][a:-0.50,0.00,-9.78][e:4959.01,-1.06][c:203,69][w:-1,-1,0]
[47647][o:-179.65,3.10,78.46][a:-0.51,0.00,-9.79][e:4959.01,-1.06][c:203,68][w:-1,-2,-1]
[47705][o:-179.66,3.10,78.32][a:-0.51,0.01,-9.75][e:4959.01,-1.06][c:205,69][w:-1,-2,0]
[47756][o:-179.67,3.10,78.19][a:-0.48,0.00,-9.78][e:4959.01,-1.08][c:204,68][w:-3,-2,0]
[47812][o:-179.67,3.09,78.17][a:-0.49,-0.00,-9.77][e:4959.01,-1.06][c:204,70][w:-1,-2,-1]
[47869][o:-179.68,3.09,78.15][a:-0.50,0.00,-9.78][e:4959.01,-1.08][c:205,70][w:-2,-2,-1]
[47925][o:-179.69,3.09,78.05][a:-0.52,0.00,-9.78][e:4959.01,-1.08][c:204,68][w:-1,-2,-1]
[47981][o:-179.70,3.08,77.95][a:-0.50,0.00,-9.75][e:4959.01,-1.07][c:204,69][w:-2,-2,-2]
[48037][o:-179.71,3.08,77.82][a:-0.49,0.00,-9.77][e:4959.01,-1.06][c:205,70][w:-2,-2,-1]
[48090][o:-179.72,3.08,77.69][a:-0.51,0.01,-9.75][e:4959.01,-1.08][c:203,68][w:-2,-2,-1]
[48146][o:-179.73,3.07,77.54][a:-0.51,0.00,-9.72][e:4959.01,-1.06][c:205,70][w:-2,-2,-1]
[48239][o:-179.74,3.07,77.40][a:-0.50,0.00,-9.73][e:4959.01,-1.07][c:204,67][w:-2,-2,0]
[48331][o:-179.75,3.07,77.28][a:-0.49,0.01,-9.76][e:4959.01,-1.06][c:205,64][w:-1,-2,-1]
[48428][o:-179.76,3.07,77.16][a:-0.48,0.01,-9.79][e:4959.01,-1.06][c:204,68][w:-2,-2,-1]
[48520][o:-179.77,3.06,77.16][a:-0.50,0.00,-9.76][e:4959.01,-1.08][c:204,67][w:-1,-2,0]
[48628][o:-179.77,3.06,77.05][a:-0.50,-0.00,-9.78][e:4959.01,-1.06][c:205,68][w:-1,-2,-1]
[48721][o:-179.78,3.06,76.93][a:-0.50,0.00,-9.79][e:4959.01,-1.09][c:204,69][w:-1,-3,-2]
[48814][o:-179.79,3.06,76.83][a:-0.51,-0.00,-9.76][e:4959.01,-1.06][c:205,64][w:-2,-2,-1]
[48910][o:-179.79,3.05,76.74][a:-0.50,-0.01,-9.75][e:4959.01,-1.08][c:204,69][w:-2,-1,-1]
[49018][o:-179.80,3.05,76.70][a:-0.51,-0.00,-9.78][e:4959.01,-1.06][c:204,68][w:-2,-2,-1]
[49112][o:-179.81,3.05,76.67][a:-0.51,0.02,-9.74][e:4959.01,-1.06][c:204,62][w:-2,-2,-1]
[49204][o:-179.81,3.05,76.64][a:-0.50,-0.01,-9.78][e:4959.01,-1.09][c:205,61][w:-2,-1,-2]
[49572][o:-179.99,3.00,77.22][a:-0.52,0.02,-9.79][e:4959.01,-0.94][c:205,35][w:-1,-1,-1]
[49670][o:-179.99,3.00,77.18][a:-0.49,-0.00,-9.79][e:4959.01,-0.79][c:205,70][w:-2,-1,-1]
[49763][o:-179.99,3.00,77.14][a:-0.50,0.00,-9.79][e:4959.01,-0.80][c:204,69][w:-2,-2,-1]
[49855][o:-180.00,3.00,77.11][a:-0.52,0.01,-9.72][e:4959.01,-0.83][c:205,69][w:-1,-2,-1]
[49947][o:-180.00,3.00,77.09][a:-0.48,0.01,-9.73][e:4959.01,-0.85][c:204,69][w:-2,-1,-1]
[50039][o:-179.99,2.99,77.07][a:-0.46,-0.01,-9.72][e:4959.01,-0.86][c:203,106][w:-1,-2,1]
[50132][o:179.99,3.00,77.11][a:-0.51,0.23,-9.71][e:4959.01,-1.00][c:204,122][w:-2,-2,9]
[50225][o:179.98,2.99,77.15][a:-0.36,0.02,-9.76][e:4959.28,-1.25][c:203,105][w:-1,-3,3]
[50317][o:179.98,2.98,77.06][a:-0.53,-0.08,-9.73][e:4959.55,-1.44][c:205,71][w:0,1,1]
[50408][o:179.99,3.00,76.97][a:-0.61,-0.06,-9.64][e:4960.10,-1.49][c:203,69][w:-2,-2,5]
[50505][o:179.99,3.00,76.92][a:-0.45,-0.03,-9.77][e:4960.37,-1.50][c:204,69][w:-2,-4,4]
[50614][o:-180.00,3.00,76.85][a:-0.47,-0.09,-9.80][e:4960.37,-1.51][c:205,70][w:-1,0,-8]
[50706][o:-180.00,3.00,76.78][a:-0.58,0.08,-9.77][e:4960.37,-1.49][c:204,42][w:-1,-3,0]
[50799][o:179.99,3.00,76.80][a:-0.46,0.03,-9.76][e:4960.37,-1.41][c:205,21][w:-1,0,2]
[50890][o:179.99,2.99,76.82][a:-0.49,0.02,-9.75][e:4960.37,-1.24][c:204,15][w:-1,-2,-6]
[50988][o:179.98,3.00,76.69][a:-0.57,0.00,-9.76][e:4960.37,-0.99][c:205,15][w:-1,-2,0]
[51488][o:179.93,2.97,78.05][a:-0.56,-0.03,-9.74][e:4960.37,-0.49][c:209,68][w:-2,-6,0]
[51599][o:179.93,2.96,78.12][a:-0.38,0.02,-9.77][e:4960.37,-0.50][c:213,69][w:-2,-2,2]
[51691][o:179.93,2.94,78.19][a:-0.48,0.05,-9.82][e:4960.37,-0.52][c:211,69][w:0,0,-5]
[51783][o:179.92,2.95,78.20][a:-0.65,0.02,-9.73][e:4960.37,-0.54][c:220,68][w:-2,-1,0]
[51876][o:179.92,2.97,78.22][a:-0.50,-0.07,-9.74][e:4959.55,-0.55][c:222,69][w:-1,-2,-1]
[51970][o:179.93,2.96,78.21][a:-0.46,-0.01,-9.76][e:4952.79,-0.58][c:219,66][w:-1,-3,-5]
[52062][o:179.93,2.96,78.21][a:-0.46,0.05,-9.78][e:4937.91,-0.58][c:223,67][w:-2,-1,1]
[52154][o:179.92,2.96,78.16][a:-0.46,-0.00,-9.79][e:4925.74,-0.59][c:222,64][w:0,0,-2]
[52210][o:179.92,2.96,78.11][a:-0.58,0.00,-9.75][e:4903.01,-0.59][c:224,68][w:-1,-2,-4]
[52302][o:179.92,2.97,77.99][a:-0.49,0.01,-9.82][e:4871.90,-0.59][c:220,65][w:-1,-2,0]
[52415][o:179.92,2.96,77.88][a:-0.41,0.02,-9.78][e:4838.09,-0.61][c:208,63][w:-1,-2,-3]
[52528][o:179.92,2.95,77.82][a:-0.51,-0.04,-9.78][e:4804.00,-0.60][c:203,65][w:-1,-2,-3]
[52636][o:179.93,2.96,77.73][a:-0.56,-0.02,-9.78][e:4771.81,-0.59][c:199,67][w:-1,0,-1]
[52749][o:179.93,2.97,77.70][a:-0.53,0.02,-9.79][e:4742.32,-0.61][c:197,63][w:-1,-3,-5]
[52861][o:179.92,2.96,77.48][a:-0.45,0.05,-9.83][e:4715.54,-0.61][c:196,63][w:-1,-5,-1]
[53507][o:-179.84,3.05,65.06][a:-0.76,-0.68,-9.88][e:4693.63,-0.60][c:188,65][w:8,-33,11]
[53601][o:-179.77,3.02,65.06][a:-0.02,0.13,-9.87][e:4694.17,-0.59][c:186,68][w:0,10,3]
[53657][o:-179.82,2.95,65.16][a:0.05,0.61,-9.69][e:4694.44,-0.59][c:185,68][w:-1,-12,24]
[53713][o:-179.89,2.86,65.31][a:-0.11,0.25,-9.97][e:4694.44,-0.60][c:183,67][w:-1,-2,46]
[53770][o:-179.91,2.89,65.38][a:-0.82,0.00,-9.79][e:4694.44,-0.59][c:180,68][w:-10,28,54]
[53826][o:-179.91,2.99,65.42][a:-1.15,-0.02,-9.53][e:4694.17,-0.58][c:180,69][w:-3,2,30]
[53882][o:-179.91,3.03,65.47][a:-0.79,0.00,-9.76][e:4694.71,-0.59][c:179,68][w:2,-23,12]
[53939][o:-179.91,3.00,65.51][a:-0.09,0.19,-9.91][e:4696.87,-0.59][c:180,69][w:-1,-10,17]
[54031][o:-179.95,2.94,65.61][a:0.00,0.30,-9.76][e:4700.12,-0.61][c:175,68][w:-3,4,23]
[54139][o:-179.98,2.91,65.60][a:-0.45,0.09,-9.80][e:4704.45,-0.59][c:177,65][w:-3,5,22]
[54232][o:-179.99,2.95,65.58][a:-0.91,-0.04,-9.70][e:4710.13,-0.58][c:176,69][w:-3,6,19]
[54325][o:-179.99,3.01,65.62][a:-0.77,0.07,-9.63][e:4716.89,-0.61][c:174,67][w:-2,-7,12]
[54421][o:180.00,3.00,65.65][a:-0.30,0.13,-9.86][e:4726.63,-0.59][c:176,68][w:0,-14,4]
[54529][o:179.98,2.95,65.64][a:-0.17,0.20,-9.82][e:4736.37,-0.61][c:177,68][w:-3,-1,6]
[54622][o:179.95,2.94,65.63][a:-0.47,0.10,-9.75][e:4745.84,-0.61][c:176,67][w:-3,5,8]
[54714][o:179.94,2.96,65.77][a:-0.73,0.02,-9.75][e:4755.04,-0.60][c:175,69][w:-1,0,6]
[54806][o:179.94,2.96,65.77][a:-0.73,0.02,-9.75][e:4770.73,-0.59][c:175,62][w:-1,0,6]
